Genomes	strain	ST	ID	length	replicon	K_locus	K_type	K_locus_confidence	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	rmpA2
814	GCA_904863415.1_KSB1_8D_genomic	ST681	LR890284.1	4438	Col440I	KL10	K10	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
814	GCA_904863415.1_KSB1_8D_genomic	ST681	LR890285.1	3619	Col440I	KL10	K10	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
815	GCA_904863265.1_INF156_genomic	ST661	LR890287.1	168148	IncFIB(K)	KL140	unknown (KL140)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890292.1	133165	IncFIB(K)	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890293.1	113743	IncFIB(pKPHS1)	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890294.1	67877	IncR	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890295.1	62194	IncI2	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	CTX-M-55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890296.1	6134	-	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890297.1	5585	-	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
816	GCA_904863435.1_KSB1_1B_genomic	ST1213	LR890298.1	5393	Col440I,Col440II	KL103	unknown (KL103)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
817	GCA_904863275.1_INF188_genomic	-	LR890308.1	263601	ColRNAI,IncFIB(K),IncFII	KL141	unknown (KL141)	Perfect	strA.v1^;strB.v1	-	-	qnrS1	-	-	catII.2*	-	sul1;sul2	tet(A).v1;tet(D)	-	dfrA1.v1	LAP-2;TEM-1D.v1^	-	CTX-M-14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
817	GCA_904863275.1_INF188_genomic	-	LR890309.1	4651	Col440I	KL141	unknown (KL141)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
817	GCA_904863275.1_INF188_genomic	-	LR890310.1	3662	Col440I	KL141	unknown (KL141)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
817	GCA_904863275.1_INF188_genomic	-	LR890311.1	2756	-	KL141	unknown (KL141)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
818	GCA_904863405.1_INF215_genomic	ST20	LR890318.1	226712	IncFIB(K)	KL111	unknown (KL111)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
818	GCA_904863405.1_INF215_genomic	ST20	LR890319.1	56100	IncR	KL111	unknown (KL111)	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
819	GCA_904863315.1_INF177_genomic	ST3061	LR890321.1	310600	IncFIB(K),IncHI1B	KL8	K8	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
819	GCA_904863315.1_INF177_genomic	ST3061	LR890322.1	89646	IncR	KL8	K8	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
820	GCA_904863425.1_INF348_genomic	ST34	LR890324.1	138469	IncFIB(K)	KL22	K22	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
820	GCA_904863425.1_INF348_genomic	ST34	LR890325.1	137629	IncR	KL22	K22	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
821	GCA_904863295.1_KSB2_2B_genomic	ST323	LR890344.1	260491	IncFIB(K),IncFII	KL21	K21	Very high	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1*	-	sul2	tet(A).v1	-	dfrA14.v1^;dfrA14.v1^	OXA-1;OXA-1*;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
821	GCA_904863295.1_KSB2_2B_genomic	ST323	LR890345.1	15648	-	KL21	K21	Very high	aac(6')-Ib-cr.v2	-	-	-	-	-	CatB4.v1	-	-	-	-	dfrA14.v1^	OXA-1	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
821	GCA_904863295.1_KSB2_2B_genomic	ST323	LR890346.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
821	GCA_904863295.1_KSB2_2B_genomic	ST323	LR890347.1	3223	ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
821	GCA_904863295.1_KSB2_2B_genomic	ST323	LR890348.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
822	GCA_904863335.1_KSB1_5B_genomic	ST15	LR890354.1	175381	IncFIB(K)	KL24	K24	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
822	GCA_904863335.1_KSB1_5B_genomic	ST15	LR890355.1	102016	IncN3,IncR	KL24	K24	Very high	aac(6')-Ib-cr.v2^;aadA5;strA.v1;strB.v1	-	-	qnrB2.v1^	-	mphA;mphA	catB3.v2	arr-3	sul1;sul1;sul1	-	-	dfrA17	OXA-1	-	CTX-M-62.v2;SHV-2A^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
823	GCA_904863285.1_INF231_genomic	ST35	LR890357.1	195539	IncFIB(K),IncFII	KL22	K22	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
823	GCA_904863285.1_INF231_genomic	ST35	LR890358.1	3664	ColRNAI	KL22	K22	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
823	GCA_904863285.1_INF231_genomic	ST35	LR890359.1	2667	-	KL22	K22	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890361.1	233670	IncFIB(K),IncFII	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890362.1	80592	IncR	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890363.1	76738	IncFIA(HI1),IncFII	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890364.1	4424	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890365.1	3888	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890366.1	3549	Col440I	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890367.1	3325	-	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
824	GCA_904863365.1_INF049_genomic	ST20	LR890368.1	2496	ColRNAI	KL64	K64	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
825	GCA_904863325.1_INF354_genomic	ST29	LR890370.1	234772	IncFIB(K),IncFII	unknown (KL30)	unknown (K30)	Low	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
825	GCA_904863325.1_INF354_genomic	ST29	LR890371.1	71104	IncFIA(HI1)	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
825	GCA_904863325.1_INF354_genomic	ST29	LR890372.1	3223	Col440II,ColRNAI	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
825	GCA_904863325.1_INF354_genomic	ST29	LR890373.1	2723	Col(MGD2)	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890375.1	243634	IncFIB(K),IncFII	KL30	K30	Good	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890376.1	71104	IncFIA(HI1)	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890377.1	4228	ColRNAI	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890378.1	3514	Col440I,Col440II	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890379.1	3223	ColRNAI	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
826	GCA_904863395.1_INF250_genomic	ST29	LR890380.1	2723	Col(MGD2)	KL30	K30	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
827	GCA_904863355.1_INF148_genomic	ST323	LR890382.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
827	GCA_904863355.1_INF148_genomic	ST323	LR890383.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
828	GCA_904864595.1_INF333_genomic	ST323	LR890385.1	244759	IncFIB(K),IncFII	KL21	K21	Very high	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
828	GCA_904864595.1_INF333_genomic	ST323	LR890386.1	3223	ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
828	GCA_904864595.1_INF333_genomic	ST323	LR890387.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
829	GCA_904864575.1_INF291_genomic	ST3092	LR890389.1	102300	IncFIA(HI1),IncFII	KL7	K7	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
829	GCA_904864575.1_INF291_genomic	ST3092	LR890390.1	53849	-	KL7	K7	Perfect	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
830	GCA_904864515.1_KSB2_2C_genomic	ST323	LR890392.1	244845	IncFIB(K),IncFII	KL21	K21	Very high	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
830	GCA_904864515.1_KSB2_2C_genomic	ST323	LR890393.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
830	GCA_904864515.1_KSB2_2C_genomic	ST323	LR890394.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
831	GCA_904864605.1_INF044_genomic	ST437	LR890396.1	227214	IncFIB(K),IncFII	KL36	K36	Very high	aac(6')-Ib-cr.v2;aph3-Ia.v1^	-	-	-	-	mphA	CatB4.v1;catA1^	-	sul1	tet(D)	-	-	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
831	GCA_904864605.1_INF044_genomic	ST437	LR890397.1	4411	Col440I,Col440II	KL36	K36	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
831	GCA_904864605.1_INF044_genomic	ST437	LR890398.1	3559	Col440I	KL36	K36	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
832	GCA_904864455.1_INF345_genomic	ST347	LR890400.1	250884	IncFIB(Mar)	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
832	GCA_904864455.1_INF345_genomic	ST347	LR890401.1	243534	IncFIB(K),IncFII	KL14	K14	High	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
832	GCA_904864455.1_INF345_genomic	ST347	LR890402.1	31738	-	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
832	GCA_904864455.1_INF345_genomic	ST347	LR890403.1	5783	ColRNAI	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
832	GCA_904864455.1_INF345_genomic	ST347	LR890404.1	3514	Col440II,ColRNAI	KL14	K14	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890416.1	243620	IncFIB(K),IncFII	unknown (KL30)	unknown (K30)	Low	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1	-	sul2	tet(A).v1	-	dfrA14.v1^	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890417.1	71104	IncFIA(HI1)	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890418.1	5783	Col440I	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890419.1	3514	Col440I,Col440II	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890420.1	3223	Col440II,ColRNAI	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
833	GCA_904864535.1_INF313_genomic	ST29	LR890421.1	2723	Col(MGD2)	unknown (KL30)	unknown (K30)	Low	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
834	GCA_904864525.1_INF350_genomic	ST45	LR890423.1	152399	IncFIB(K),IncFII	KL52	K52	Very high	aadA2^	-	-	-	-	mphA	-	-	sul1	-	-	dfrA12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
835	GCA_904864505.1_INF331_genomic	ST86	LR890425.1	184695	IncFIB(K),IncHI1B	KL2	K2	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	44	2	2	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890427.1	161308	IncFIB(K),IncFII	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890428.1	128238	IncA/C2	KL64	K64	High	aadA*;ant(2'')-Ia;rmtB;strA.v1^;strB.v1	-	-	-	-	-	cmlA5;floR.v2*	arr-2	sul2	tet(A).v2;tet(G).v1	-	dfrA23	OXA-10;TEM-1D.v1^	-	CTX-M-15;VEB-1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890429.1	111123	-	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890430.1	70656	-	KL64	K64	High	-	-	-	-	-	ermB.v1*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890431.1	65499	IncL/M(pOXA-48)	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXA-48	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890432.1	53938	-	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
836	GCA_904864465.1_INF298_genomic	ST231	LR890433.1	9294	ColRNAI	KL64	K64	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
837	GCA_904864545.1_KSB1_9J_genomic	ST17	LR890435.1	212029	IncFIB(K)	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
837	GCA_904864545.1_KSB1_9J_genomic	ST17	LR890436.1	58367	IncL/M(pMU407)	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
837	GCA_904864545.1_KSB1_9J_genomic	ST17	LR890437.1	34343	-	KL25	K25	High	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890439.1	211329	IncFIB(K),IncFII	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890440.1	153419	IncFII	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890441.1	6734	Col440I	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890442.1	5952	Col440I	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890443.1	4534	ColRNAI	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890444.1	3897	-	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
838	GCA_904864495.1_INF208_genomic	ST925	LR890445.1	3549	Col440I	KL169	unknown (KL169)	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
839	GCA_904864625.1_INF171_genomic	ST711	LR890447.1	158730	IncFIB(K),IncFII	KL54	K54	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
839	GCA_904864625.1_INF171_genomic	ST711	LR890448.1	29473	-	KL54	K54	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
839	GCA_904864625.1_INF171_genomic	ST711	LR890449.1	3966	Col440I	KL54	K54	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
839	GCA_904864625.1_INF171_genomic	ST711	LR890450.1	2442	-	KL54	K54	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
840	GCA_904864485.1_KSB2_8B_genomic	ST323	LR890452.1	228690	IncFIB(K),IncFII	KL21	K21	Very high	strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	-	-	sul2	tet(A).v1	-	-	TEM-1D.v1^	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
840	GCA_904864485.1_KSB2_8B_genomic	ST323	LR890453.1	4064	-	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
840	GCA_904864485.1_KSB2_8B_genomic	ST323	LR890454.1	3223	Col440II,ColRNAI	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
840	GCA_904864485.1_KSB2_8B_genomic	ST323	LR890455.1	1916	Col440I	KL21	K21	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890458.1	311523	IncFIB(Mar)	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890459.1	243662	IncFIB(K)	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890460.1	5840	Col440I	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890461.1	4665	Col440II,ColRNAI	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890462.1	3514	Col440I,Col440II	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
841	GCA_904864445.1_KSB1_6G_genomic	ST37	LR890463.1	1612	-	KL153	unknown (KL153)	Good	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
842	GCA_904864645.1_INF079_genomic	ST23	LR890465.1	233932	IncFIB(K),IncHI1B	KL1	K1	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	4	1	1	2	2	2	rmpA2_6*-47%
843	GCA_904864475.1_INF168_genomic	ST35	LR890472.1	177028	IncFIB(K),IncFII	KL16	K16	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
843	GCA_904864475.1_INF168_genomic	ST35	LR890473.1	40217	-	KL16	K16	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
844	GCA_904865675.1_INF358_genomic	ST2513	LR890475.1	269868	IncFIB(K)	KL62	K62	Very high	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
